gaokao_rank,word,phonetic,translation,priority,local_corpus_count,local_corpus_rank,frq_rank,bnc_rank,collins,oxford,tags,exchange,definition
1440,following,'fɒlәuiŋ,"n. 下列各项, 部下, 追随者；a. 下列的, 其次的",A,0,0,1471,748,4,1,gk cet4 cet6 ky,0:follow/1:i/i:following/s:followings,n. a group of followers or enthusiasts s. about to be mentioned or specified s. immediately following in time or order a. going or proceeding or coming after in the same direction
1441,tour,tuә,"n. 旅游, 观光旅行, 任期；vi. 旅行, 周游, 巡回；vt. 周游, 观光, 游历, 使巡回演出",A,0,0,1474,1420,4,1,zk gk cet4 cet6 ky ielts,s:tours/i:touring/p:toured/d:toured/3:tours,n. a journey or route all the way around a particular place or area v. make a tour of a certain place
1442,depend,di'pend,"vi. 靠, 视...而定, 信赖",A,0,0,1475,987,4,1,zk gk cet4 cet6 ky,3:depends/i:depending/p:depended/d:depended,v. be contingent upon (something that is elided)
1443,direct,di'rekt,"a. 直接的, 坦白的；vt. 指示, 指挥, 命令, 导演；vi. 指导, 指挥；adv. 直接地",A,0,0,1478,960,5,1,zk gk cet4 cet6 ky toefl ielts,d:directed/i:directing/p:directed/3:directs,v. command with authority v. guide the actors in (plays and films) v. be in charge of v. give directions to; point somebody into a certain direction
1444,classroom,'klɑ:sru:m,n. 教室,A,0,0,1479,2842,2,1,zk gk ielts,s:classrooms,n. a room in a school where lessons take place
1445,justice,'dʒʌstis,"n. 正义, 公平, 公正, 正确, 司法, 审判",A,0,0,1481,1287,4,1,gk cet4 cet6 ky toefl,s:justices,n. the quality of being just or fair n. judgment involved in the determination of rights and the assignment of rewards and punishments
1446,photograph,'fәutәgrɑ:f,"n. 相片, 照片, 逼真的描绘；v. 照相, 摄影",A,0,0,1481,1611,4,1,zk gk cet4 cet6 toefl ielts,s:photographs/d:photographed/p:photographed/i:photographing/3:photographs,n. a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material v. record on photographic film v. undergo being photographed in a certain way
1447,famous,'feimәs,"a. 出名的, 极好的",A,0,0,1486,1461,4,1,zk gk ielts,,s widely known and esteemed
1448,exercise,'eksәsaiz,"n. 行使, 执行, 运动, 练习, 作业；vt. 运用, 练习, 运动；vi. 练习, 锻炼",A,0,0,1487,1233,4,1,zk gk ielts,d:exercised/s:exercises/i:exercising/3:exercises/p:exercised,n. the activity of exerting your muscles in various ways to keep fit n. systematic training by multiple repetitions n. a task performed or problem solved in order to develop skill or understanding n. (usually plural) a ceremony that involves processions and speeches
1449,knee,ni:,"n. 膝, 膝盖；vt. 膝行, 用膝盖碰",A,0,0,1488,1979,3,1,zk gk cet4 cet6 ky,s:knees/i:kneeing,n. hinge joint in the human leg connecting the tibia and fibula with the femur and protected in front by the patella n. the part of a trouser leg that provides the cloth covering for the knee
1450,flower,'flauә,"n. 花, 开花植物, 精华, 盛时；vi. 开花, 发育, 旺盛, 成熟；vt. 用花装饰, 使开花",A,0,0,1489,1270,4,1,zk gk ielts,s:flowers/d:flowered/i:flowering/3:flowers/p:flowered,n. a plant cultivated for its blooms or blossoms n. reproductive organ of angiosperm plants especially one having showy or colorful parts n. the period of greatest prosperity or productivity
1451,tape,teip,"n. 带子, 录音带, 磁带, 窄带, 卷尺；vt. 以带子绑起, 测量, 录音；[计] 带",A,0,0,1490,1561,4,1,zk gk cet4 cet6 ky toefl ielts,s:tapes/i:taping/d:taped/p:taped/3:tapes,n. a long thin piece of cloth or paper as used for binding or fastening n. a recording made on magnetic tape n. the finishing line for a foot race n. measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths
1452,familiar,fә'miljә,"a. 熟悉的, 常见的, 亲密的；n. 熟友, 常客",A,0,0,1492,1635,3,1,gk cet4 cet6 ky ielts,s:familiars,n. a person attached to the household of a high official (as a pope or bishop) who renders service in return for support n. a spirit (usually in animal form) that acts as an assistant to a witch or wizard a. well known or easily recognized a. within normal everyday experience; common and ordinary; not strange
1453,appropriate,ә'prәupriәt,"a. 适当的；[经] 适当的, 拨出, 占用",A,0,0,1493,883,3,1,gk cet4 cet6 ky toefl ielts gre,d:appropriated/3:appropriates/p:appropriated/i:appropriating,"v. take possession of by force, as after an invasion a. suitable for a particular person or place or condition etc"
1454,supply,sә'plai,"n. 补给, 供给, 供应品；vt. 补给, 供给, 提供, 补充；vi. 替代",A,0,0,1494,1048,4,1,zk gk cet4 cet6 ky ielts,d:supplied/s:supplies/i:supplying/p:supplied/3:supplies,n. an amount of something available for use n. offering goods and services for sale v. give something useful or necessary to
1455,actor,'æktә,"n. 男演员, 行动者；[医] 作用物, 反应物",A,0,0,1497,2390,3,1,gk cet4 ky ielts,s:actors,n. a theatrical performer n. a person who acts and gets things done
1456,eastern,'i:stәn,"n. 东方人, 东正教徒；a. 东方的, 向东的, 自东的",A,0,0,1503,1588,4,1,gk cet4 ky ielts,,s. lying toward or situated in the east a. of or characteristic of eastern regions of the United States a. relating to or characteristic of regions of eastern parts of the world
1457,primary,'praimәri,"n. 最主要者, 原色；a. 主要的, 初期的, 根本的, 原始的, 首要的, 基本的；[计] 初等量; 主要的; 一次的",A,0,0,1504,1172,3,1,zk gk cet4 cet6 ky toefl ielts,s:primaries,n. a preliminary election where delegates or nominees are chosen n. one of the main flight feathers projecting along the outer edge of a bird's wing n. (astronomy) a celestial body (especially a star) relative to other objects in orbit around it a. of first rank or importance or value; direct and immediate rather than secondary
1458,circle,'sә:kl,"n. 圆周, 社交圈, 循环, 范围；vt. 围着, 环绕；vi. 盘旋, 循环",A,0,0,1506,1832,4,1,zk gk cet4 cet6 ky toefl ielts,s:circles/p:circled/i:circling/d:circled/3:circles,n. ellipse in which the two axes are of equal length; a plane curve generated by one point moving at a constant distance from a fixed point n. something approximating the shape of a circle n. a curved section or tier of seats in a hall or theater or opera house; usually the first tier above the orchestra n. any circular or rotating mechanism
1459,progress,'prәugres,"n. 进步, 发展, 前进；vi. 进步, 进行",A,0,0,1508,1265,4,1,zk gk cet4 cet6 ky toefl,i:progressing/d:progressed/3:progresses/p:progressed,n. the act of moving forward (as toward a goal) n. a movement forward v. develop in a positive way
1460,island,'ailәnd,"n. 岛, 岛屿, 孤立地区, 安全岛；vt. 使成岛状, 孤立",A,0,0,1512,982,4,1,zk gk cet4 cet6 ky ielts,s:islands,n. a land mass (smaller than a continent) that is surrounded by water n. a zone or area resembling an island
1461,exchange,iks'tʃeindʒ,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所；v. 交换, 交易, 兑换；[计] 交换; 电话局",A,0,0,1513,1084,4,1,gk cet4 cet6 ky toefl ielts,s:exchanges/d:exchanged/p:exchanged/i:exchanging/3:exchanges,n. chemical process in which one atom or ion or group changes places with another n. a mutual expression of views (especially an unpleasant one) n. the act of changing one thing for another thing n. the act of giving something in return for something received
1462,studio,'stju:diәu,"n. 工作室, 画室, 演播室, 电影制片厂",A,0,0,1515,1191,4,1,gk cet6 ky toefl ielts gre,s:studios,n. workplace for the teaching or practice of an art n. workplace consisting of a room or building where movies or television shows or radio programs are produced and recorded
1463,colleague,'kɒli:g,"n. 同事, 同僚",A,0,0,1518,1338,4,1,gk cet4 cet6 ky toefl,s:colleagues,n. an associate that one works with n. a person who is member of one's class or profession
1464,application,.æpli'keiʃәn,"n. 应用, 申请, 志愿书, 应用程序；[计] 应用, 应用程序",A,0,0,1519,608,3,1,gk cet4 cet6 ky toefl ielts gre,s:applications,n. the act of bringing something to bear; using it for a particular purpose n. a verbal or written request for assistance or employment or admission to a school n. the work of applying something;  n. a program that gives a computer instructions that provide the user with tools to accomplish a task
1465,neck,nek,"n. 脖子, 衣领, 颈；vi. 拥抱, 拥吻, 收缩；vt. 割颈",A,0,0,1521,1569,3,1,zk gk cet4 cet6 ky toefl ielts,s:necks/i:necking/p:necked/3:necks/d:necked,n. the part of an organism (human or animal) that connects the head to the rest of the body n. a narrow elongated projecting strip of land n. a cut of meat from the neck of an animal n. a narrow part of an artifact that resembles a neck in position or form
1466,damage,'dæmidʒ,"n. 损害, 伤害；v. 损害",A,0,0,1522,1074,4,1,gk cet4 cet6 ky ielts,s:damages/d:damaged/i:damaging/p:damaged/3:damages,n. the occurrence of a change for the worse n. loss of military equipment n. the act of damaging something or someone v. inflict damage upon
1467,tall,tɒ:l,"a. 高的, 长的, 夸大的；adv. 夸大地",A,0,0,1524,1757,3,1,zk gk,r:taller/t:tallest,n. a garment size for a tall person a. great in vertical dimension; high in stature s. impressively difficult
1468,male,meil,"n. 男人, 雄性动物；a. 男性的, 雄性的, 有力的",A,0,0,1530,1126,4,1,gk cet4 ky ielts,s:males,n. an animal that produces gametes (spermatozoa) that can fertilize female gametes (ova) n. a person who belongs to the sex that cannot have babies n. the capital of Maldives in the center of the islands a. being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation
1469,expression,ik'spreʃәn,"n. 表达, 表现, 词语, 措辞；[计] 表达式",A,0,0,1533,1139,3,1,gk cet4 cet6 ky,s:expressions,n. the feelings expressed on a person's face n. expression without words n. the communication (in speech or writing) of your beliefs or opinions n. (genetics) the process of expressing a gene
1470,intend,in'tend,"vt. 计划, 打算, 意思是；[法] 想要, 打算, 意旨",A,0,0,1536,916,4,1,gk cet4 cet6 ky,d:intended/p:intended/3:intends/i:intending,v. have in mind as a purpose v. design or destine
1471,army,'ɑ:mi,"n. 军队, 陆军",A,0,0,1539,818,5,1,zk gk cet4 ky ielts,s:armies,n. a permanent organization of the military land forces of a nation or state n. a large number of people united for some specific purpose
1472,abuse,ә'bju:s.ә'bju:z,"n. 滥用, 虐待, 恶习, 辱骂；vt. 滥用, 辱骂, 虐待",A,0,0,1540,2352,4,1,gk cet4 cet6 ky toefl ielts gre,d:abused/s:abuses/i:abusing/3:abuses/p:abused,n. a rude expression intended to offend or hurt v. use foul or abusive language towards v. use wrongly or improperly or excessively
1473,extra,'ekstrә,"n. 额外的事物, 另外的收费；a. 额外的, 特别的；adv. 额外地, 特别地, 非常地",A,0,0,1543,1080,4,1,gk cet4 cet6 ky ielts,s:extras,n. an additional edition of a newspaper (usually to report a crisis) n. something additional of the same kind s. added to a regular schedule s. further or added
1474,session,'seʃәn,"n. 期间, 开庭期, 会议, 学期；[计] 会话, 对话, 会晤, 通用任务程序",A,0,0,1544,1443,4,1,gk cet4 cet6 ky toefl ielts,s:sessions,n. a meeting for execution of a group's functions n. a meeting devoted to a particular activity
1475,danger,'deindʒә,"n. 危险, 威胁；[法] 危险, 危险物, 危机",A,0,0,1546,1264,4,1,zk gk cet4 ky ielts,s:dangers,n. the condition of being susceptible to harm or injury n. a cause of pain or injury or loss n. a dangerous place
1476,earth,ә:θ,"n. 地球, 泥土, 世界, 尘世；vt. 埋入土中, 赶入洞内；vi. 躲入洞内",A,0,0,1547,1026,4,1,zk gk,s:earths/d:earthed/i:earthing/p:earthed/3:earths,n. the 3rd planet from the sun; the planet we live on n. the loose soft material that makes up a large part of the land surface n. the abode of mortals (as contrasted with Heaven or Hell) n. once thought to be one of four elements composing the universe (Empedocles)
1477,literature,'litәrәtʃә,"n. 文学, 文艺, 著作；[经] 广告, 商品介绍等文学",A,0,0,1549,1766,3,1,gk cet4 cet6 ky ielts,s:literatures,n. creative writing of recognized artistic value n. the humanistic study of a body of literature n. published writings in a particular style on a particular subject n. the profession or art of a writer
1478,desire,di'zaiә,"n. 欲望, 要求；vt. 想要, 请求；vi. 渴望",A,0,0,1551,1629,4,1,gk cet4 cet6 ky toefl ielts,s:desires/d:desired/p:desired/3:desires/i:desiring,n. the feeling that accompanies an unsatisfied state n. an inclination to want things n. something that is desired v. feel or have a desire for; want strongly
1479,injury,'indʒәri,"n. 伤害, 侮辱；[医] 伤, 损伤",A,0,0,1553,1334,4,1,gk cet4 cet6 ky toefl ielts,s:injuries,n. any physical damage to the body caused by violence or accident or fracture etc. n. an accident that results in physical damage or hurt n. an act that causes someone or something to receive physical damage n. wrongdoing that violates another's rights and is unjustly inflicted
1480,respect,ri'spekt,"n. 尊敬, 尊重, 问候；vt. 尊敬, 注意, 遵守",A,0,0,1554,1476,4,1,gk cet4 cet6 ky toefl,s:respects/d:respected/p:respected/3:respects/i:respecting,n. (usually preceded by `in') a detail or point n. an attitude of admiration or esteem v. regard highly; think much of v. show respect towards
1481,northern,'nɒ:ðәn,"n. 北方人；a. 北方的, 向北的, 自北方来的",A,0,0,1556,1445,,1,zk gk cet4 cet6 ky,,n. a dialect of Middle English that developed into Scottish Lallans a. in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line a. situated in or coming from regions of the north
1482,fuel,'fjuәl,"n. 燃料, 木炭；vt. 加燃料, 供燃料；vi. 得到燃料",A,0,0,1558,1933,4,1,gk cet4 ky toefl ielts,s:fuels/d:fuelled/p:fuelled/i:fuelling/3:fuels,"n. a substance that can be consumed to produce energy v. provide with a combustible substance that provides energy v. provide with fuel v. take in fuel, as of a ship"
1483,leaf,li:f,"n. 叶, 树叶, 花瓣, 页；vi. 生叶, 翻书页；vt. 在...上长叶, 翻...的页",A,0,0,1559,1823,3,1,zk gk cet4 cet6 ky,s:leaves/i:leafing/p:leafed/3:leafs/d:leafed,n. the main organ of photosynthesis and transpiration in higher plants n. a sheet of any written or printed material (especially in a manuscript or book) n. hinged or detachable flat section (as of a table or door) v. turn over pages
